pct_click_product_info	user_id	screen_height	pct_scroll_move_duration	scroll_move_total_rel_distance	pct_click	pct_scrandom	pct_wild_mouse	session_id	browser_name	pct_input	screen_width	mouse_move_total_rel_distance	pct_mouse_click	wild_mouse_duration	pct_mouse_move	pct_doubleclick	pct_rage_click	ack	page_activity_duration	total_load_time	pct_scroll_move	product_ean	session_duration	session_start
38.33313	1771	1080	15.27445	13.99461	12.89123	45.79944	60.75840	1301018	mobile	0.02564	800	12.17153	12.12490	14.64636	13.39159	15.30001	58.74547	1.00000	14.43672	2.56717	31.68296	5439929079401	85.72402	2018-12-30 21:30:19
50.96805	613	1080	14.23692	15.61236	11.69364	63.43330	46.10657	255191	safari	0.00373	800	13.97947	14.42340	12.71631	13.35612	12.97419	61.01194	1.00000	17.10696	5.51305	53.44437	4630257439108	118.75083	2022-09-15 01:16:29
50.61093	2156	1024	15.05156	16.59573	13.62533	48.15552	58.64087	668556	chrome	0.00337	1920	10.76677	14.16144	12.61635	13.96845	13.08614	57.56268	1.00000	16.30137	1.94641	55.48955	1248533656878	209.92873	2023-07-24 14:37:02
51.87914	2167	1080	14.13939	14.81663	12.42111	57.63177	36.13797	1419665	safari	0.17444	1366	11.57660	14.22718	16.56437	14.45363	14.91570	39.21718	1.00000	13.55778	2.26975	40.11372	1693905369816	174.82615	2019-10-09 07:32:01
61.44302	2091	higher	14.27163	12.42154	16.87024	34.17266	49.59505	99240	edge	0.00002	800	11.14495	13.80852	6.23518	12.95088	12.65716	37.35275	0.00000	16.43919	3.84282	64.99170	7475046493377	138.01717	2021-01-09 12:45:32
73.71969	1485	1080	14.73045	10.51071	10.90597	64.11851	32.00046	1275760	opera	0.02528	1920	11.36277	13.54228	14.63269	13.41930	15.02656	43.04533	0.00000	12.47651	4.14395	60.84650	9803552060581	214.74617	2018-09-26 20:45:51
41.03381	1218	600	14.69259	13.72950	17.54661	45.72859	35.12509	1220054	chrome	0.00205	1024	10.67453	11.21686	12.10607	13.21917	15.70953	41.72262	0.00000	13.86478	2.19879	49.11695	6150538678098	184.91778	2021-06-17 07:48:02
38.28123	1742	600	18.31297	14.30307	11.04180	60.06797	45.25432	453395	edge	0.00038	1366	12.37586	14.01214	10.38208	11.98782	8.53756	94.98512	1.00000	12.27215	6.44479	23.54330	3869535511682	246.29368	2019-05-26 20:10:06
63.24335	1434	1080	17.36645	14.67569	11.58329	36.60154	30.46595	892212	chrome	0.01019	800	11.26425	14.06282	13.72348	13.99888	12.23787	33.91711	1.00000	12.92356	7.42267	63.49428	7710783719077	111.12415	2020-04-04 12:09:11
55.87023	1689	600	15.82346	12.71303	10.30040	64.08391	65.25277	198118	safari	0.11971	1920	13.06779	12.30118	16.18778	14.30450	18.00412	42.05492	1.00000	16.29837	3.62852	25.49975	3796982300524	125.32846	2020-11-16 17:35:12
40.42111	912	600	15.46100	17.17970	12.87487	42.44576	72.45482	716692	chrome	0.30470	1024	11.09452	10.10290	17.12214	13.57788	14.41295	56.49768	1.00000	13.80829	2.53261	43.47166	8266351403378	143.82292	2020-01-23 10:26:54
64.59060	1883	600	15.58956	14.71070	11.57685	27.29230	45.18468	309592	edge	0.00052	1024	13.59159	13.03610	10.71769	14.06450	11.94240	45.46652	1.00000	16.79245	3.43840	27.44749	0785086581734	158.48286	2023-07-10 00:58:05
47.60892	92	800	14.43957	13.90667	9.16834	61.10000	35.61790	888193	edge	0.19608	lower	11.91260	13.60284	16.68132	13.48374	16.19354	52.14769	1.00000	16.41944	5.28953	69.27273	1752456045652	174.48776	2018-09-25 12:44:23
38.93845	579	1080	16.64318	14.76162	13.71299	48.52192	63.24320	1109905	chrome	0.00138	1920	12.13199	12.99651	11.71929	13.31198	14.63619	45.53694	1.00000	16.46235	7.56942	41.40881	9726573492493	192.56989	2022-03-02 07:50:53
39.47669	2262	1080	15.20756	12.53813	14.44901	69.23081	28.35694	357493	edge	0.00360	1280	11.51827	13.68954	12.68227	13.28813	17.03104	76.51731	0.00000	15.79072	0.14853	39.27590	3169201280004	165.93145	2022-03-22 03:18:37
50.12448	739	lower	14.28688	16.57953	11.35682	48.99733	29.47399	592098	mobile	1.42830	1920	11.34002	14.30036	18.66710	14.51939	14.48433	84.14435	1.00000	13.31128	5.20484	52.07027	2384510431355	306.49130	2022-04-15 15:03:01
30.12454	1973	1080	15.11390	11.99093	16.89929	41.10905	63.24607	1067048	safari	0.00022	800	10.99767	14.46653	9.84477	13.44990	15.18703	63.05394	0.00000	14.40854	3.69381	43.39020	1448490097206	65.01693	2019-09-07 05:17:16
72.87077	1559	800	17.04672	14.46660	9.41048	55.93810	40.84798	1459426	edge	0.00088	1366	15.23960	12.57942	11.25682	14.03403	8.48053	49.88888	1.00000	13.36319	1.66903	46.61237	6749807803738	191.74823	2020-02-01 02:00:22
59.43713	142	600	15.23557	13.18722	12.41040	51.12314	56.56366	808365	edge	0.12699	1280	14.00759	12.81129	16.24692	12.37841	16.53359	62.29575	1.00000	13.68637	2.63638	28.33080	1330550983591	149.34738	2021-11-07 23:29:58
68.09781	1215	1080	16.62805	14.13092	7.83140	65.52362	54.65690	1450629	edge	0.00429	1920	16.37970	13.12110	12.85491	15.51512	11.74828	77.01303	1.00000	16.32500	2.88599	33.07782	2087901509670	132.92399	2020-07-05 09:14:48
54.42594	2365	1024	16.14769	12.81814	17.00813	48.36103	51.01483	410590	chrome	0.00014	lower	11.45135	14.88267	9.37086	14.67567	14.32412	56.20514	0.00000	14.30597	9.71056	50.34286	5604410876948	159.03151	2022-04-25 16:49:25
44.84570	340	768	14.96355	10.38041	11.33975	30.72868	54.60813	843456	edge	0.03870	higher	12.89762	13.70833	15.05847	14.86766	15.60138	70.56404	0.00000	12.11492	2.77393	45.89144	7422606521117	190.19221	2019-10-08 03:56:00
41.92774	1834	higher	16.00527	10.20636	10.95343	67.60797	46.71913	479001	edge	0.03164	1280	10.97397	12.43719	14.85713	13.18275	14.91208	35.63457	0.00000	11.20924	1.90645	54.90735	9908885737886	54.42627	2023-07-20 09:10:21
54.59652	1439	1080	13.57293	15.87919	13.59409	49.46502	65.23349	467979	mobile	0.00504	1024	10.84491	12.83285	13.01743	13.17152	14.47476	73.61939	0.00000	17.31406	12.29885	33.88772	5230132320751	36.46269	2020-03-05 20:53:19
40.04635	1006	800	12.10940	13.63857	11.48901	59.09283	67.03617	235348	edge	2.63711	1920	11.17691	10.91015	19.28029	14.93326	15.69230	59.49117	0.00000	11.83001	2.08704	53.21442	8822670904783	193.75463	2019-11-06 17:34:27
64.11658	232	1080	17.94010	9.93319	12.36868	47.11789	33.12442	853273	firefox	0.00668	1920	13.65168	11.63974	13.29930	14.17434	15.39010	66.13311	0.00000	11.32035	12.33359	36.84836	4858217975224	203.51093	2022-01-17 16:41:06
51.77522	593	1080	13.62844	14.02374	10.82488	33.68544	55.34486	663229	safari	0.07967	lower	11.50767	12.49362	15.78061	12.48780	15.37873	53.96285	1.00000	15.63432	0.90440	44.28867	5421128344077	132.42948	2019-12-05 20:11:27
66.68717	535	1024	12.60663	16.49744	14.76743	47.24650	56.38326	551779	edge	0.00061	1024	10.95632	14.41477	10.87392	14.35019	12.88697	38.19683	1.00000	18.02814	3.90115	48.03522	1934156842087	314.04542	2018-11-13 10:02:37
54.61328	1434	1024	14.78508	14.98389	14.46911	56.07873	37.83143	473986	mobile	0.03373	1280	13.43246	13.72434	14.92070	12.86188	17.26152	30.74612	0.00000	16.24714	1.46173	37.11336	6776191989519	132.11967	2019-07-11 03:03:33
58.43864	1556	600	15.62667	15.29490	13.59267	46.42790	49.23509	566965	safari	0.00354	800	9.45353	14.40909	12.66402	13.60134	12.90480	54.87439	1.00000	14.48800	4.29965	40.35407	8390153550135	206.34446	2022-02-19 01:20:37
71.06793	523	lower	15.40677	10.85110	13.48077	40.39106	56.76958	714372	other	0.00768	1024	12.27161	11.98521	13.43941	13.69601	13.98589	65.67932	0.00000	10.67188	0.69353	44.85839	7451244116546	169.13689	2021-10-31 11:59:04
46.94144	2412	higher	14.93304	13.53419	11.70432	45.05511	55.29997	936012	other	0.60692	higher	9.83105	12.64231	17.81123	13.05193	15.52616	63.64420	0.00000	11.74726	3.13583	46.35267	5160185295372	85.95997	2023-05-16 11:45:22
53.75439	1791	lower	14.36499	15.49095	10.96000	49.38800	73.86972	1079740	safari	0.01034	1366	13.09096	15.35848	13.73653	14.22853	11.18310	55.54638	1.00000	14.40824	5.08795	17.44048	5047582279047	189.92243	2023-09-02 22:25:07
69.60395	237	1024	14.57267	15.67140	13.49400	33.92456	50.69469	41742	chrome	0.01103	1920	10.11399	14.20389	13.80248	10.63502	14.04560	61.01347	1.00000	15.40356	4.70937	55.21099	9274622838391	134.96113	2019-07-29 18:58:24
50.17187	2191	lower	15.48976	15.31754	11.40170	36.26715	71.94328	622281	edge	0.03381	1280	10.75474	15.14820	14.92315	13.32256	15.53768	49.92795	1.00000	16.76429	5.09437	53.41725	5589715611503	56.18928	2019-04-22 17:59:34
68.12692	2459	1080	14.60298	13.38997	15.77100	35.14137	39.53027	178520	edge	0.00206	1024	10.99721	14.08899	12.11909	12.81265	16.51330	41.92135	0.00000	15.86796	1.54351	37.97082	3501822032745	84.98321	2020-07-22 08:53:28
38.66962	1375	1080	16.01076	13.34555	9.32097	46.91571	53.55284	1235846	edge	0.06790	1920	13.41206	14.71341	15.62054	13.17844	16.93865	47.07365	1.00000	17.11246	1.86466	48.60105	1837934991437	221.60191	2019-06-02 04:21:28
62.15950	1426	lower	14.14216	16.46547	13.85393	42.22408	35.14642	1420425	firefox	0.00087	1366	12.38208	12.43910	11.24142	13.18543	11.02608	63.84842	1.00000	15.69850	3.05043	50.72506	0183722730278	87.78090	2019-05-29 17:29:44
52.45002	1889	1080	18.80384	14.40395	12.23205	43.15226	48.46867	463610	chrome	0.00034	800	11.36290	14.15020	10.32454	13.96823	9.32506	73.98375	1.00000	12.09325	3.77818	51.10369	5121485705091	180.16902	2022-05-02 02:00:36
35.46791	98	800	14.84134	15.48768	13.31539	48.84004	28.49474	98932	chrome	0.00305	1366	10.44038	12.30139	12.51181	13.92395	13.63057	40.51643	1.00000	16.23236	2.69980	39.90352	2247249552749	214.31534	2022-09-27 07:25:26
35.78116	272	768	17.54321	11.42132	13.68693	39.71642	51.84156	588155	mobile	0.03635	1280	14.43630	13.84528	14.99556	14.74356	15.81490	72.95630	0.00000	10.53454	1.69755	63.28988	2197201509963	158.09823	2021-04-12 01:01:11
43.74973	1241	1080	14.74411	15.98515	12.50707	43.68273	47.45994	666343	edge	0.06690	1920	10.87629	15.32757	15.60594	13.60550	14.60774	61.43423	1.00000	15.09213	9.11495	40.85397	9185305313541	136.00630	2023-08-06 12:41:07
39.65489	240	768	15.71570	16.03951	14.60859	58.39953	50.37589	1228109	chrome	0.00401	1280	11.41069	14.31197	12.78782	14.38656	12.27817	66.98450	1.00000	13.62800	2.93046	63.39791	3784161242352	258.85987	2018-11-15 03:44:00
47.39428	64	1080	16.33847	14.97760	11.56802	52.73775	55.65271	637017	chrome	0.00586	1024	12.41743	14.22276	13.16886	15.00141	12.13066	64.64461	1.00000	14.20870	9.27337	73.12579	5735318716385	122.25078	2021-06-22 07:34:47
75.78845	1862	1080	15.80115	15.69260	13.33909	51.42950	21.40157	1089633	chrome	0.01911	1366	11.82572	14.29114	14.35159	15.74693	14.93080	71.65504	1.00000	15.45556	4.68496	79.90704	9714950278730	148.75172	2022-09-16 19:59:52
74.02224	366	1080	14.29102	15.83047	10.45530	40.82148	57.99691	100638	firefox	0.43144	1366	11.22183	13.65536	17.46999	13.96077	15.25863	43.12285	1.00000	15.44872	5.67563	47.94463	5971083679610	81.54798	2022-04-07 20:34:35
51.75018	1163	800	14.01613	13.23699	10.58679	52.40615	45.76061	532550	firefox	0.09264	higher	12.65577	14.05312	15.93136	13.32706	16.25109	70.30902	1.00000	15.70705	0.68538	47.14490	5180324778405	96.21359	2022-06-15 21:28:31
20.24902	1879	1024	15.41104	16.62408	12.25739	63.77412	67.18194	392704	chrome	0.02455	1920	10.48003	12.21707	14.60303	15.79035	14.14137	52.19308	1.00000	16.22963	6.04787	60.71056	8649042460919	109.66723	2021-02-14 20:45:01
35.03764	1448	1080	16.05368	11.42980	13.17658	51.47044	42.73306	688758	edge	0.04119	800	12.89882	15.15994	15.12067	15.77400	14.88582	38.77136	0.00000	10.37295	0.62122	51.90703	5848839850367	67.44901	2022-03-31 18:36:57
67.55917	2391	1080	15.84484	10.57932	10.89446	49.35551	41.19989	1139270	firefox	0.03264	1024	13.62064	14.09192	14.88815	13.34859	16.15001	63.98731	0.00000	13.11295	5.39395	41.08699	9834030377907	91.42786	2020-08-28 04:25:17
54.34271	2012	600	16.33195	14.41155	9.87499	68.80558	54.22874	859771	chrome	0.00124	1366	14.22236	13.15285	11.61070	12.34493	11.44710	59.06757	1.00000	16.04788	3.10900	20.56181	1502796135250	101.75625	2019-04-13 09:08:15
55.64567	1618	lower	14.46290	17.10716	11.83151	49.41621	49.16476	1215948	edge	2.02323	800	12.87037	13.10917	19.01531	12.61039	14.30485	23.47195	1.00000	12.85849	2.95616	40.55047	8722771285623	192.86772	2019-07-27 01:56:13
30.24923	535	1024	15.87379	14.76154	13.39984	39.42521	23.02678	575851	chrome	0.00844	1280	12.24613	14.98603	13.53214	12.17702	15.04318	59.81308	1.00000	15.48955	2.19875	67.68238	4079006612025	198.31184	2019-07-08 06:18:04
62.34700	1967	higher	16.03737	10.85205	11.59424	35.95997	55.33718	632587	safari	0.03603	1280	14.28673	16.01568	14.98685	14.16218	15.98410	47.20909	0.00000	12.47553	4.40193	36.04055	8994422281418	151.24469	2023-03-09 03:23:28
41.03760	2121	600	15.67931	10.66045	11.09124	76.86428	25.19854	116973	mobile	0.03555	1920	11.30153	12.52347	14.97319	14.54100	15.71469	47.71477	0.00000	12.44957	5.75441	69.79526	6836184850315	266.83952	2019-08-05 02:24:20
82.00780	1857	600	14.37300	10.58577	16.68834	54.68957	33.18654	375465	edge	0.00001	higher	10.48413	13.45417	5.26499	12.38977	12.23814	62.55777	0.00000	15.29972	3.62683	19.49568	5226152947948	143.98019	2021-07-15 00:53:47
36.83405	1630	600	15.32616	12.19465	14.37811	37.50062	60.94371	63763	safari	0.00187	1366	12.94068	12.20504	12.02046	14.62059	15.01507	56.81939	0.00000	14.03663	3.34662	40.44527	9623411261672	152.46216	2023-03-18 01:07:25
42.97469	523	1080	16.50937	8.86779	12.03645	61.91963	40.52464	1224668	mobile	0.00010	800	14.67662	13.15191	8.91967	13.10886	14.23941	57.16598	0.00000	14.73985	1.99244	30.89789	5332139613659	118.21044	2021-08-18 01:07:55
46.41301	2187	768	15.71177	15.43451	14.52489	26.04703	44.13664	1412378	chrome	0.01271	800	7.69508	12.09816	13.94435	13.45492	13.70639	39.74929	1.00000	13.23940	2.72316	40.62061	7294166719231	113.26544	2019-06-18 22:52:53
22.74237	2049	600	16.44775	11.69718	10.44156	39.59927	61.50829	564079	mobile	0.04815	higher	12.10591	12.95462	15.27674	12.15863	16.18339	71.02483	0.00000	13.88836	3.12422	36.85970	7017837132876	238.09697	2019-02-21 21:38:01
51.09512	1165	1080	13.67456	9.69211	15.62028	17.73437	49.47277	19269	firefox	0.00007	800	9.58167	15.57378	8.51418	13.58949	15.53601	39.50291	0.00000	15.54869	3.37496	52.31726	6162267571076	33.77480	2022-07-15 02:47:54
35.64096	1754	600	13.86007	13.91264	14.65163	68.90582	47.84403	362445	chrome	0.05467	800	12.49962	12.87261	15.40377	12.28224	16.97272	66.65488	0.00000	14.54040	1.54406	63.77550	9336033206975	262.98134	2019-05-12 03:05:13
70.68939	2343	lower	12.67672	13.61551	14.09950	51.99171	53.94352	95843	edge	0.01706	1024	10.94893	12.21304	14.23877	11.52193	16.82844	44.19168	0.00000	16.25703	1.23597	55.88078	5333139627196	192.40050	2021-11-21 12:44:17
64.46596	974	1024	15.99358	9.53629	9.11063	49.17508	50.91189	934781	edge	0.02045	1280	11.60679	14.73147	14.42008	15.21698	16.13419	55.16719	0.00000	13.86857	8.98802	34.67536	2317654621825	233.16240	2018-12-01 08:17:01
34.97052	2321	600	14.89158	14.60650	10.89446	45.20373	29.31188	1222448	firefox	0.01111	1280	11.13388	13.08181	13.80909	13.36271	15.12060	54.77481	1.00000	17.50308	4.90286	49.02144	0616196818277	98.81388	2020-07-17 03:36:45
65.62739	290	lower	12.76069	16.40928	13.45992	57.86864	56.99562	66738	edge	0.00530	1024	10.90896	12.93152	13.06819	13.01265	12.59360	58.79419	1.00000	16.18596	1.29902	39.58888	5592590383878	118.20585	2019-05-15 17:59:06
47.58970	136	1024	19.31107	10.13803	13.98620	50.26861	48.08220	315132	other	0.00490	lower	13.14580	12.32222	12.98764	15.07072	15.27779	54.58598	0.00000	9.84603	3.97338	44.66365	3057984973100	109.22820	2020-08-01 10:45:44
74.90664	2325	higher	13.02290	10.62798	13.19969	62.00791	45.69460	1296035	edge	0.00065	800	12.33255	14.85227	10.95639	13.06600	14.72987	61.86521	0.00000	15.23477	0.74881	40.65665	8770425895438	130.17909	2020-10-21 08:44:34
44.52637	203	1080	15.98335	15.45261	10.78360	32.54589	52.79717	1075199	chrome	0.13882	1280	12.81178	12.21672	16.33590	11.72273	16.01206	63.53519	1.00000	16.22524	6.41033	46.95391	3318297697412	-3.46030	2020-03-31 21:47:57
61.48670	2165	lower	15.09198	15.27062	11.84789	36.25211	48.00005	1168395	edge	0.00282	1280	12.85940	14.16392	12.43249	12.25154	13.41064	54.26970	1.00000	17.02841	5.78988	23.06706	3044405377470	146.35887	2020-03-31 23:49:13
33.86434	780	600	15.28867	16.02638	12.27898	34.96242	23.94186	1072363	chrome	0.06167	1280	10.98037	14.63125	15.52430	13.16735	14.71543	50.36088	1.00000	15.29809	5.87109	18.45772	0384373594756	125.72605	2021-11-28 06:29:16
75.28332	687	1024	15.44755	16.70068	11.27105	69.08301	40.80675	228131	chrome	1.20562	1366	12.27404	11.48711	18.49759	12.94355	15.09331	48.48493	1.00000	13.89742	6.74580	21.73554	4816225989558	178.19564	2022-03-06 11:32:55
55.96206	607	600	15.34999	13.78176	8.63977	38.99622	46.44372	1123380	edge	0.75364	1920	13.25982	14.15353	18.02776	15.02436	17.19421	51.90241	1.00000	15.99426	1.25953	41.26894	9490322723243	133.21762	2019-09-09 06:38:29
52.84043	248	1024	15.15157	15.26910	11.79433	59.90950	39.31403	749697	chrome	0.00144	1280	11.19504	14.26929	11.75600	12.53658	11.62610	87.54658	1.00000	15.77957	2.93208	29.92435	3343213093641	23.03190	2022-05-01 00:02:52
62.91784	76	600	14.41017	15.74860	13.03534	44.47862	46.34543	967197	firefox	0.00387	1920	12.08225	13.74554	12.75214	13.26492	13.02395	63.02572	1.00000	16.03407	1.95573	36.47843	9291817033058	209.59630	2022-11-08 06:37:20
45.03765	1027	768	14.52643	15.56911	12.66873	35.62562	47.65329	656834	chrome	0.00593	1920	9.49359	13.09274	13.18042	13.31170	13.40655	47.29827	1.00000	15.94970	7.84522	33.05955	3890247698934	119.81438	2021-10-18 00:48:45
49.34024	1412	600	14.37413	13.81345	7.41889	60.94112	48.14072	1163309	chrome	0.00852	1366	13.52160	15.01252	13.54344	12.93717	13.08348	36.72609	1.00000	17.88473	2.27347	7.58848	1459437263547	129.92857	2022-06-28 10:43:03
42.68537	1749	768	14.51769	9.60532	14.45184	52.90998	39.74156	1105131	chrome	0.00009	1280	11.22908	14.32158	8.80468	12.83288	14.23428	68.43586	0.00000	14.36580	5.44078	47.21961	7347303682742	153.34231	2020-07-28 07:04:43
81.04498	451	768	14.39178	15.51059	12.80444	58.64868	22.49599	1194048	chrome	0.00823	1280	10.42299	12.22131	13.50788	13.08147	14.33669	23.40495	1.00000	16.52857	1.95399	49.63811	6281791285713	68.15887	2022-08-17 05:55:52
73.49861	83	lower	14.53766	12.64097	14.84256	41.53319	44.79399	851542	safari	0.00036	1024	11.93417	13.86496	10.35791	13.67078	15.63445	45.18534	0.00000	16.91259	3.10607	57.08633	1241483324521	253.21092	2019-04-28 11:57:29
36.18962	1172	lower	15.92493	14.56185	11.61194	31.44021	48.02109	635913	edge	0.37218	1366	12.57477	14.57836	17.32223	14.05518	15.60588	56.86637	0.00000	13.15580	2.07637	38.77784	7969458591283	239.37902	2019-07-19 07:39:07
44.04919	620	768	13.00409	9.76188	9.77178	53.19160	47.90725	818682	other	0.10456	1024	11.34682	11.93465	16.05252	13.58863	15.77559	44.77116	0.00000	12.62398	1.49791	54.72160	4598766767788	130.15405	2022-02-02 21:20:05
48.26641	2392	600	14.14188	13.36023	9.32473	63.34882	37.24072	60162	chrome	0.29458	1280	12.75155	13.38937	17.08836	13.76169	16.18690	54.84331	0.00000	15.45008	4.21426	47.65147	9141677260951	231.65767	2019-05-16 00:40:14
43.42541	57	1080	15.04555	14.92972	10.31447	31.99670	55.88749	358199	edge	0.00440	1920	13.15970	11.85127	12.87914	14.16237	11.76814	61.42567	1.00000	15.66702	4.54379	28.77380	1489032988637	119.40459	2021-08-27 11:54:00
31.09781	2480	800	14.51386	12.55485	14.60593	70.31759	48.25777	1139348	chrome	0.00010	1280	11.41324	12.99081	8.98506	12.26136	15.69963	44.38849	0.00000	18.59221	1.35449	58.53169	7876787686699	157.55389	2019-04-05 01:55:25
47.69392	103	800	15.34900	13.01035	14.08055	35.92998	37.18507	786738	mobile	0.32420	1280	13.66243	13.34783	17.18418	13.98700	17.72664	43.22805	0.00000	12.37519	3.68395	42.98137	7989394908563	133.50647	2019-01-24 04:47:30
65.41581	1925	800	14.17132	15.03462	10.90581	34.10535	53.42479	356727	edge	0.00128	800	9.63494	14.23649	11.64975	12.72842	8.96343	60.52483	1.00000	13.82596	3.36117	45.63522	3557594811989	138.44363	2022-10-24 21:55:34
58.46675	156	800	14.18381	15.66709	12.92521	38.43690	30.97389	1174840	firefox	0.00131	1024	11.70212	13.34331	11.67368	12.21034	13.29589	42.40699	0.00000	17.60866	1.85847	70.99467	3952625055088	128.42664	2018-12-23 11:29:58
72.10083	1009	higher	15.37064	15.34802	10.78371	37.17169	50.75459	546455	edge	0.47029	1920	12.47503	13.95086	17.55615	14.83189	15.74740	50.65921	1.00000	14.73300	4.24766	51.88011	9637768962939	205.05158	2020-07-03 01:25:52
66.48597	2000	800	16.25559	14.88755	10.87667	42.50734	36.72534	146802	edge	0.00173	1366	14.18920	12.84900	11.93537	14.24727	11.09375	46.67505	1.00000	15.00390	2.45502	44.18532	6565508821396	28.54279	2022-01-02 10:44:44
32.06750	1135	higher	12.62536	16.02968	13.45678	64.09167	26.44849	1101004	mobile	0.02164	lower	12.12950	13.16221	14.47691	14.37103	16.43629	59.83933	1.00000	18.55606	2.48376	16.05588	5180037869643	160.88446	2020-11-05 03:40:40
64.75718	1684	600	13.23744	12.01014	12.26383	39.87804	39.33081	1267936	edge	0.08669	1920	11.54099	14.54120	15.86494	12.88600	14.61706	65.07818	0.00000	11.71105	6.98326	78.71281	7030763178046	180.32465	2023-09-15 04:14:48
63.06281	188	lower	16.24853	9.63805	17.89454	51.98918	45.55465	187090	chrome	0.00002	1280	8.30537	14.03288	3.74354	14.93785	13.61286	60.70116	0.00000	15.68884	1.02624	50.74105	1889888505833	176.66476	2023-05-06 07:47:46
58.40650	1267	768	15.45119	17.66431	12.72424	38.71278	38.40495	839679	firefox	0.01418	800	11.16376	12.81676	14.05437	15.73038	13.12990	61.89622	1.00000	16.40013	4.97883	40.97232	9965074001241	101.80689	2021-06-13 10:15:56
68.57510	969	1080	15.38327	11.27370	12.84294	60.64871	50.42493	86799	chrome	0.00011	lower	13.87049	12.05656	8.94826	12.93386	15.00083	42.91902	0.00000	17.73529	1.44453	16.35463	2652211861642	202.81770	2020-07-02 15:54:01
35.19396	794	768	14.97271	12.47563	15.09401	53.73094	51.47985	459450	chrome	0.00047	800	13.50962	15.38855	10.60934	12.92963	14.10968	53.87192	0.00000	14.47843	5.58245	24.51468	8982207605528	87.83158	2021-09-16 01:25:20
42.02927	1168	800	15.72103	15.81304	11.55939	56.43214	47.53267	1343835	other	0.01441	1024	11.36336	13.89549	14.07035	14.58394	14.42040	57.70756	1.00000	16.77655	5.13741	38.57107	4963354143037	89.05259	2021-04-19 16:58:19
69.31876	1123	1080	14.93792	14.34397	12.39629	60.15190	43.49559	957733	chrome	0.08114	1024	12.27692	13.80259	15.79881	12.17544	15.92012	66.06095	1.00000	14.73604	6.39777	40.70958	0142392062911	-22.90220	2020-08-25 06:26:00
26.05667	294	1080	13.65240	15.14592	9.82601	44.48773	56.58179	1193315	safari	0.02375	1920	12.59869	14.64660	14.56992	12.70514	14.32081	55.45812	1.00000	17.76675	6.98931	67.20611	0264084506920	206.99794	2018-09-24 15:27:17
29.47086	2402	800	14.97808	10.12146	12.54133	53.37140	32.39716	641397	mobile	0.00011	1280	12.97477	14.83365	9.07252	12.40730	15.09216	46.22346	0.00000	16.92961	5.75629	44.65559	1470391778816	174.87119	2022-05-09 23:07:57
